original_language,original_title,popularity,release_date,vote_average,vote_count,runtime_minutes,genres,averagerating,numvotes
en,The Clinic,5.62,10,5.2,59,94.0,"Crime,Horror,Mystery",5.4,5962
en,The Clinic,5.62,10,5.2,59,90.0,"Action,Horror,Mystery",6.8,11
fr,Les 7 jours du talion,5.575,7,6.3,76,105.0,"Crime,Drama,Horror",6.5,6705
es,Balada triste de trompeta,5.552,8,6.7,177,107.0,"Comedy,Drama,Horror",6.6,12183
de,Friendship!,5.442,1,6.6,76,110.0,"Adventure,Comedy",6.5,5085
en,Nude Nuns with Big Guns,5.429,9,4.2,55,91.0,"Action,Comedy,Thriller",3.9,5236
en,Sherlock Holmes,5.39,1,5.6,53,77.0,Adventure,5.4,48
en,Happy People: A Year in the Taiga,5.38,9,7.7,65,90.0,Documentary,7.8,7141
en,2001 Maniacs: Field of Screams,5.364,7,4.0,31,84.0,"Comedy,Horror",3.3,2141
en,An Invisible Sign,5.342,10,5.1,58,96.0,"Comedy,Drama,Family",5.4,3789
en,A Horrible Way to Die,5.316,11,5.2,36,87.0,"Drama,Horror,Thriller",5.3,3147
en,Father of Invention,5.238,2,5.4,70,93.0,"Comedy,Drama",5.8,7906
en,Virginia,5.236,5,5.8,24,111.0,Drama,5.5,1816
en,Sinners and Saints,5.223,6,5.6,42,104.0,"Action,Crime,Thriller",6.2,5136
en,Every Day,5.22,1,5.5,46,93.0,"Comedy,Drama,Romance",5.8,3182
en,Every Day,5.22,1,5.5,46,97.0,"Drama,Fantasy,Romance",6.4,13412
en,Every Day,12.846,2,7.0,1040,93.0,"Comedy,Drama,Romance",5.8,3182
en,Every Day,12.846,2,7.0,1040,97.0,"Drama,Fantasy,Romance",6.4,13412
en,Locked Down,5.2,11,4.1,15,99.0,"Action,Crime,Thriller",4.3,2422
en,Essential Killing,5.177,11,5.7,73,83.0,"Thriller,War",6.1,7054
en,The Reef,5.173,5,5.6,264,94.0,"Adventure,Drama,Horror",5.8,15194
es,Plan B,5.164,1,7.2,45,84.0,"Documentary,News",7.4,17
es,Plan B,5.164,1,7.2,45,86.0,Thriller,3.5,6
es,Plan B,5.164,1,7.2,45,85.0,"Comedy,Drama,Romance",5.8,177
en,Barry Munday,5.141,3,6.0,37,95.0,"Comedy,Drama,Romance",5.9,3846
en,The Extra Man,5.056,8,5.9,46,108.0,Comedy,5.9,4580
en,Our Family Wedding,5.025,3,5.5,57,103.0,"Comedy,Romance",4.9,6417
en,Icarus,5.002,9,5.2,42,88.0,"Action,Drama,Thriller",5.2,3871
en,Icarus,5.002,9,5.2,42,120.0,"Documentary,Sport,Thriller",7.9,28979
en,Icarus,0.6,4,5.0,1,88.0,"Action,Drama,Thriller",5.2,3871
en,Icarus,0.6,4,5.0,1,120.0,"Documentary,Sport,Thriller",7.9,28979
en,Icarus,9.661,7,7.8,293,88.0,"Action,Drama,Thriller",5.2,3871
en,Icarus,9.661,7,7.8,293,120.0,"Documentary,Sport,Thriller",7.9,28979
fr,Crime d'amour,4.99,9,6.5,45,106.0,"Crime,Drama,Mystery",6.5,4838
en,Once Fallen,4.963,11,4.8,14,93.0,Crime,4.8,1146
en,Gun,4.873,6,5.5,45,82.0,"Action,Crime,Thriller",3.8,3482
en,The Virginity Hit,4.834,9,4.6,35,86.0,Comedy,4.6,3696
hi,Khatta Meetha,4.677,7,4.9,21,157.0,"Comedy,Crime,Drama",5.8,8448
en,Listen to Your Heart,4.602,8,7.6,59,102.0,"Drama,Music,Romance",7.1,4343
en,Deadly Impact,4.588,4,4.7,20,96.0,"Action,Crime,Thriller",5.3,2349
en,Jack Goes Boating,4.587,9,6.1,57,91.0,"Drama,Romance",6.4,7644
es,Carancho,4.554,2,6.6,59,107.0,"Crime,Drama,Romance",6.9,7084
en,How to Make Love to a Woman,4.459,7,4.6,26,91.0,Comedy,4.2,2904
en,The Infidel,4.434,5,6.0,59,105.0,"Comedy,Drama",6.4,6130
no,En ganske snill mann,4.381,10,6.3,43,113.0,"Comedy,Crime,Drama",6.9,6259
en,My Girlfriend's Boyfriend,4.378,4,5.9,68,84.0,"Comedy,Romance",5.8,5461
no,Sykt lykkelig,4.32,12,6.2,18,85.0,"Comedy,Drama",6.5,2832
en,Luster,4.309,12,5.1,7,81.0,"Horror,Thriller",4.9,320
de,Rammbock,4.302,9,6.0,59,63.0,"Action,Drama,Horror",6.3,4884
en,Bear,4.288,1,3.5,9,78.0,"Action,Adventure,Drama",2.8,1055
en,The River Why,4.282,4,5.7,31,101.0,"Drama,Romance",5.8,2809
hi,Anjaana Anjaani,4.265,10,6.1,47,151.0,"Comedy,Drama,Musical",5.8,5533
en,Letters to God,4.242,4,6.9,71,110.0,"Drama,Family",6.3,4443
en,Abandoned,4.233,8,4.8,65,86.0,"Adventure,Drama,Thriller",6.3,1828
en,Abandoned,4.838,5,5.9,48,86.0,"Adventure,Drama,Thriller",6.3,1828
en,The Wildest Dream,4.194,8,7.2,20,94.0,"Adventure,Biography,Documentary",7.3,2186
en,Beatdown,4.193,8,5.1,13,90.0,"Action,Crime,Thriller",4.5,1138
en,Miss Nobody,4.145,6,4.9,20,92.0,"Comedy,Crime",5.5,1715
en,Middle of Nowhere,4.046,7,5.9,35,97.0,Drama,6.4,1406
en,Middle of Nowhere,1.62,1,6.5,11,97.0,Drama,6.4,1406
en,Bitter Feast,3.973,7,5.4,27,95.0,"Comedy,Horror,Thriller",5.3,1398
en,Ceremony,3.952,10,5.2,33,89.0,"Comedy,Romance",5.5,3951
en,Legendary,3.948,9,6.4,50,107.0,"Drama,Sport",6.2,4715
en,Legendary,3.948,9,6.4,50,92.0,"Action,Adventure,Sci-Fi",3.8,1720
en,The Stranger,3.948,6,5.0,29,93.0,"Drama,Horror,Mystery",4.9,2530
en,The Stranger,3.948,6,5.0,29,84.0,"Adventure,Biography,Documentary",6.1,7
en,The Stranger,3.948,6,5.0,29,94.0,"Drama,Fantasy,Mystery",6.7,19
en,The Stranger,4.27,6,4.8,54,93.0,"Drama,Horror,Mystery",4.9,2530
en,The Stranger,4.27,6,4.8,54,84.0,"Adventure,Biography,Documentary",6.1,7
en,The Stranger,4.27,6,4.8,54,94.0,"Drama,Fantasy,Mystery",6.7,19
de,Vorstadtkrokodile 2,3.9,6,6.4,30,90.0,"Adventure,Family",5.7,461
hi,I Hate Luv Storys,3.867,6,6.1,51,129.0,"Comedy,Drama,Romance",5.7,6921
en,The People vs. George Lucas,3.829,3,6.4,49,93.0,"Comedy,Documentary",6.7,4240
en,Christmas Mail,3.793,12,5.4,29,89.0,"Comedy,Drama,Family",5.8,1317
en,Hunter Prey,3.738,5,5.6,51,88.0,"Sci-Fi,Thriller",5.8,5728
en,The Best and the Brightest,3.728,1,4.5,11,93.0,Comedy,5.0,1340
en,Waste Land,3.707,1,7.7,51,99.0,Documentary,7.9,8007
en,Waste Land,3.707,1,7.7,51,97.0,"Drama,Thriller",5.5,257
it,Le quattro volte,3.702,5,7.6,45,88.0,Drama,7.2,3354
en,Frankie & Alice,3.69,4,5.7,43,101.0,"Biography,Drama",6.5,4677
en,All About Evil,3.659,5,5.6,30,98.0,"Comedy,Horror",6.2,1182
fr,Tournée,3.635,6,6.8,37,111.0,"Comedy,Drama",6.5,2357
en,Lifted,3.625,8,7.3,18,108.0,Drama,6.7,1460
en,Lifted,0.6,4,6.0,1,108.0,Drama,6.7,1460
en,Order of Chaos,3.613,1,4.4,12,90.0,Thriller,4.7,1369
en,First Dog,3.585,10,6.2,17,90.0,"Comedy,Drama,Family",5.0,522
en,Tracker,3.581,9,6.7,29,102.0,"Action,Adventure,Drama",6.5,3460
en,Beneath the Dark,3.531,11,4.9,21,102.0,"Mystery,Thriller",5.1,1767
en,Is It Just Me?,3.51,1,6.1,34,93.0,"Comedy,Romance",6.0,2599
en,The Killing Jar,3.496,3,5.7,27,92.0,"Crime,Mystery,Thriller",5.8,2379
en,Triple Dog,3.479,5,5.9,59,95.0,"Drama,Thriller",6.0,4023
en,Locked In,3.454,9,4.2,12,85.0,"Drama,Thriller",5.1,644
en,Victim,3.44,11,4.4,19,90.0,"Horror,Thriller",6.0,4113
en,Victim,3.44,11,4.4,19,86.0,"Action,Drama",5.1,384
hu,Delta,3.429,3,5.8,9,82.0,Documentary,7.2,11
en,Open House,3.4,8,4.7,23,88.0,"Crime,Drama,Thriller",4.4,2277
en,Open House,0.84,10,7.0,1,88.0,"Crime,Drama,Thriller",4.4,2277
en,Zero,3.366,8,7.4,35,120.0,Drama,5.1,458
en,Zero,3.366,8,7.4,35,83.0,"Action,Comedy,Drama",6.1,34
en,Zero,3.366,8,7.4,35,159.0,"Fantasy,Horror,Mystery",6.5,365
en,Zero,3.366,8,7.4,35,164.0,"Comedy,Drama,Romance",5.7,20097
en,Zero,0.84,2,5.8,6,120.0,Drama,5.1,458
en,Zero,0.84,2,5.8,6,83.0,"Action,Comedy,Drama",6.1,34
en,Zero,0.84,2,5.8,6,159.0,"Fantasy,Horror,Mystery",6.5,365
en,Zero,0.84,2,5.8,6,164.0,"Comedy,Drama,Romance",5.7,20097
en,Born to Raise Hell,3.361,10,4.5,40,98.0,"Action,Crime,Thriller",4.5,3664
en,"Fat, Sick & Nearly Dead",3.356,4,7.2,69,97.0,Documentary,7.6,8164
en,Needle,3.356,10,5.1,24,90.0,"Horror,Mystery,Thriller",4.9,2593
en,Needle,0.6,10,8.0,1,90.0,"Horror,Mystery,Thriller",4.9,2593
en,Captifs,3.353,10,5.5,47,84.0,"Horror,Thriller",5.3,1853
en,The Final Storm,3.343,1,4.1,18,92.0,"Action,Horror,Thriller",3.6,1621
en,Kill Katie Malone,3.332,10,4.2,15,88.0,"Horror,Thriller",4.3,1101
en,The First Grader,3.331,9,7.0,51,103.0,"Biography,Drama,Romance",7.5,4052
en,The Dead Matter,3.221,7,3.7,6,90.0,"Fantasy,Horror",3.5,826
en,Alligator X,3.219,8,3.3,17,90.0,"Action,Adventure,Comedy",2.8,661
en,Seeing Heaven,3.209,7,3.7,9,106.0,"Drama,Thriller",3.5,283
en,Erratum,3.154,9,6.6,7,95.0,Drama,6.9,426
en,The Freebie,3.137,9,4.8,12,78.0,"Comedy,Drama",5.1,1553
en,Small Town Saturday Night,3.136,5,6.2,17,94.0,Drama,5.4,1114
en,The Dead Undead,3.127,5,3.1,9,89.0,"Action,Horror,Sci-Fi",3.0,791
en,Sex & Drugs & Rock & Roll,3.126,5,6.6,25,115.0,"Biography,Drama,Music",6.6,3760
en,Client 9: The Rise and Fall of Eliot Spitzer,3.107,11,6.4,18,117.0,Documentary,7.4,2097
en,Dear Mr. Gacy,3.104,5,6.4,40,103.0,"Crime,Drama,Horror",6.4,2940
en,You Should Meet My Son!,3.101,10,6.7,20,85.0,"Comedy,Romance",6.7,1508
en,The Four-Faced Liar,3.091,1,5.3,25,87.0,"Comedy,Drama,Romance",5.8,2381
en,Rush: Beyond the Lighted Stage,3.089,6,8.3,33,107.0,"Biography,Documentary,Music",8.5,3643
en,The Myth of the American Sleepover,3.066,7,6.2,47,96.0,"Comedy,Drama,Romance",6.3,3437
en,DMT: The Spirit Molecule,3.057,10,6.2,40,75.0,Documentary,7.2,4161
en,The Seminarian,3.055,1,5.8,8,101.0,"Drama,Romance",4.0,478
en,The Reeds,3.051,1,4.7,25,86.0,"Horror,Mystery,Thriller",4.7,2446
en,Lemmy,3.047,3,7.4,51,116.0,"Biography,Documentary,Music",7.8,7110
en,Once Upon a Time in Mumbaai,3.037,7,6.6,36,134.0,"Action,Crime,Drama",7.4,14681
en,West Is West,3.035,11,6.6,23,103.0,"Comedy,Drama",6.5,2694
en,Mysterious Island,3.031,2,4.3,12,91.0,"Adventure,Horror,Sci-Fi",3.5,821
en,Holy Rollers,2.992,5,5.9,43,89.0,"Biography,Crime,Drama",5.9,4664
en,Cherry,2.969,10,6.5,40,99.0,"Comedy,Drama",6.8,4158
en,Mercy,2.959,4,5.6,10,79.0,"Horror,Thriller",5.0,4536
en,Mercy,2.959,4,5.6,10,90.0,"Drama,Mystery,Thriller",4.2,2329
en,Mercy,5.91,10,4.7,128,79.0,"Horror,Thriller",5.0,4536
en,Mercy,5.91,10,4.7,128,90.0,"Drama,Mystery,Thriller",4.2,2329
en,Mercy,5.077,6,4.3,76,79.0,"Horror,Thriller",5.0,4536
en,Mercy,5.077,6,4.3,76,90.0,"Drama,Mystery,Thriller",4.2,2329
en,The Presence,2.944,8,4.2,37,87.0,"Drama,Horror,Thriller",4.4,2949
en,American Grindhouse,2.942,2,6.9,35,80.0,"Action,Comedy,Documentary",7.1,2020
en,Wolf Town,2.916,7,3.2,10,90.0,"Horror,Thriller",3.1,716
en,Knucklehead,2.895,10,5.0,24,100.0,"Action,Comedy,Drama",5.3,2283
en,Knucklehead,2.895,10,5.0,24,83.0,"Comedy,Drama,Family",6.5,38
en,Tony,2.893,1,6.0,39,136.0,Thriller,7.6,34
en,Tony,2.893,1,6.0,39,90.0,Documentary,8.1,64
en,Tony,2.893,1,6.0,39,62.0,"Action,Drama,Thriller",6.8,10
en,Burning Palms,2.883,4,5.6,27,105.0,"Comedy,Thriller",5.4,2527
en,Meet Monica Velour,2.883,6,5.4,18,96.0,"Comedy,Drama,Romance",5.8,2074
en,The Stranger in Us,2.875,6,5.6,8,107.0,Drama,5.0,447
en,For Colored Girls,2.858,11,6.8,33,133.0,Drama,6.1,6728
en,King of the Avenue,2.857,9,4.5,9,83.0,"Drama,Fantasy,Thriller",4.0,449
en,Freeway Killer,2.848,11,5.5,10,85.0,"Crime,Drama,Thriller",5.5,1102
en,Dead West,2.845,10,3.0,7,94.0,"Action,Comedy,Drama",2.6,302
en,Dead West,2.845,10,3.0,7,115.0,"Crime,Drama,Horror",3.6,269
en,Dead West,0.995,1,3.3,4,94.0,"Action,Comedy,Drama",2.6,302
en,Dead West,0.995,1,3.3,4,115.0,"Crime,Drama,Horror",3.6,269
en,Dead West,0.6,1,10.0,2,94.0,"Action,Comedy,Drama",2.6,302
en,Dead West,0.6,1,10.0,2,115.0,"Crime,Drama,Horror",3.6,269
en,The Chosen One,2.818,9,4.5,23,101.0,"Comedy,Drama",4.5,2394
en,The Tillman Story,2.813,8,7.5,33,94.0,"Biography,Documentary,Mystery",7.8,4321
en,President's Day,2.809,2,3.6,6,80.0,"Comedy,Crime,Horror",4.3,341
en,Horse Crazy 2: The Legend of Grizzly Mountain,2.774,1,4.4,4,90.0,Family,5.3,65
nl,Bo,2.751,11,5.1,14,100.0,Drama,6.1,1164
nl,Bo,2.751,11,5.1,14,22.0,"Biography,Documentary",8.1,7
en,Sea Rex 3D: Journey to a Prehistoric World,2.746,5,7.4,12,41.0,Documentary,6.9,364
en,Road Train,2.744,9,3.9,43,87.0,"Horror,Thriller",3.8,3364
en,The Violent Kind,2.734,1,5.2,21,85.0,Horror,4.7,1658
en,Strapped,2.725,9,6.0,25,95.0,"Drama,Romance",6.8,2332
es,Entrelobos,2.715,11,6.0,19,113.0,Drama,6.8,827
en,Action Replayy,2.685,11,5.3,36,129.0,"Comedy,Romance,Sci-Fi",4.2,4953
fr,Pieds nus sur les limaces,2.676,12,5.9,27,103.0,Drama,6.2,1175
en,Salvage,2.664,7,5.3,27,92.0,"Drama,Horror",7.8,13
fr,The Killing Strain,2.657,1,3.2,5,105.0,"Horror,Thriller",4.0,296
en,The Cursed,2.643,2,4.6,5,88.0,"Horror,Romance,Thriller",5.9,1878
en,The Cursed,2.643,2,4.6,5,86.0,"Horror,Thriller",3.5,10
fr,The Taint,2.639,1,4.7,19,75.0,"Action,Comedy,Horror",5.3,1063
en,600 kilos d'or pur,2.634,11,5.2,22,100.0,Adventure,4.5,875
en,Smoke Screen,2.629,11,5.1,7,86.0,Thriller,4.4,50
en,Smoke Screen,1.85,6,10.0,1,86.0,Thriller,4.4,50
en,Re-Cut,2.615,1,3.8,10,80.0,"Horror,Thriller",4.1,356
en,Wasted on the Young,2.605,12,5.3,23,97.0,"Drama,Thriller",6.0,2342
en,Wasted on the Young,2.605,12,5.3,23,103.0,Comedy,8.0,76
en,Iron Doors,2.597,3,4.9,16,80.0,"Mystery,Thriller",4.5,1420
en,Marwencol,2.596,3,7.3,30,83.0,"Biography,Documentary,Fantasy",7.6,3113
en,BearCity,2.593,6,6.1,18,104.0,"Comedy,Romance",6.0,1291
en,The Bucks County Massacre,2.59,12,4.5,8,84.0,"Action,Horror,Thriller",4.3,546
en,Boxing Gym,2.587,10,5.5,7,91.0,Documentary,7.1,392
en,Circle,2.587,9,3.8,6,88.0,"Horror,Thriller",3.4,610
en,Circle,2.587,9,3.8,6,87.0,"Drama,Mystery,Sci-Fi",6.0,30645
en,Circle,7.839,5,6.0,797,88.0,"Horror,Thriller",3.4,610
en,Circle,7.839,5,6.0,797,87.0,"Drama,Mystery,Sci-Fi",6.0,30645
en,12th & Delaware,2.579,4,7.4,9,81.0,"Documentary,Drama",7.5,407
en,Tales of an Ancient Empire,2.576,7,3.3,12,86.0,"Action,Adventure",3.3,1428
fr,Lourdes,2.565,2,6.5,21,95.0,Documentary,7.4,37
en,Miral,2.558,12,6.1,27,112.0,"Drama,History",6.3,3067
en,Defcon 2012,2.556,2,2.0,6,92.0,Sci-Fi,1.9,355
en,Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),2.544,10,7.6,14,116.0,"Biography,Documentary,Music",7.7,1332
en,Bill Cunningham New York,2.531,3,7.9,48,84.0,"Biography,Documentary,History",7.9,4885
en,The Last Harbor,2.529,1,4.3,5,91.0,"Mystery,Thriller",4.6,198
en,Fake,2.498,6,5.0,3,107.0,"Crime,Mystery,Thriller",5.3,165
en,Fake,2.498,6,5.0,3,66.0,"Comedy,Drama,Mystery",7.6,11
en,Fake,2.498,6,5.0,3,109.0,Documentary,7.6,44
hi,Karthik Calling Karthik,2.485,2,6.0,40,135.0,"Drama,Mystery,Thriller",7.0,9257
en,Get Lamp,2.47,3,6.4,10,78.0,Documentary,7.1,729
en,Slow Torture Puke Chamber,2.465,7,2.6,14,77.0,Horror,3.3,498
fr,Henri 4,2.462,5,6.2,13,155.0,"Biography,Drama,War",5.9,1157
en,A Little Help,2.451,7,5.3,30,109.0,"Comedy,Drama,Romance",5.7,2964
en,Weakness,2.451,10,4.5,2,98.0,"Comedy,Drama",5.3,146
en,Norman,2.45,6,5.9,22,99.0,"Comedy,Drama",6.6,1481
en,Cold Weather,2.432,3,6.2,19,96.0,"Comedy,Drama,Mystery",6.2,2063
ru,Ovsyanki,2.409,10,6.8,32,78.0,"Drama,Romance",6.7,2015
en,The Kid,2.403,10,6.9,12,111.0,Drama,6.9,1206
en,The Kid,2.403,10,6.9,12,49.0,"Comedy,Drama,Family",6.4,16
en,The Kid,2.403,10,6.9,12,100.0,"Biography,Drama,Western",6.0,1573
en,The Last Rites of Ransom Pride,2.386,9,3.5,10,83.0,"Drama,Thriller,Western",4.3,786
en,See You in September,2.382,1,5.0,12,91.0,"Comedy,Romance",4.7,651
en,Camp Hell,2.381,8,3.5,26,99.0,"Drama,Horror",3.5,1985
en,Ice Castles,2.379,2,6.3,34,95.0,"Drama,Romance,Sport",6.3,2199
de,The Truth,2.377,5,5.5,10,96.0,Thriller,4.8,1081
de,The Truth,2.377,5,5.5,10,99.0,"Action,Drama,Sci-Fi",4.9,80
en,Detention,2.377,1,3.5,15,81.0,"Horror,Thriller",3.0,889
en,Detention,2.377,1,3.5,15,93.0,"Comedy,Horror,Mystery",5.8,14221
en,Detention,6.136,3,5.6,206,81.0,"Horror,Thriller",3.0,889
en,Detention,6.136,3,5.6,206,93.0,"Comedy,Horror,Mystery",5.8,14221
en,Venus & Vegas,2.362,11,3.7,14,95.0,"Action,Comedy,Crime",4.2,468
en,The Bill Collector,2.359,9,2.9,7,93.0,"Comedy,Crime,Drama",3.3,370
en,Main Street,2.353,10,3.7,27,92.0,Drama,4.7,2397
hi,Aisha,2.35,8,4.9,19,126.0,"Comedy,Drama,Romance",5.0,3545
hi,Aisha,2.35,8,4.9,19,112.0,Drama,6.0,6
hi,Phas Gaye Re Obama,2.33,11,6.9,18,108.0,"Comedy,Crime,Drama",7.5,4572
en,The Traveler,2.304,10,5.3,49,96.0,"Horror,Thriller",4.1,4373
en,The Confession,2.302,6,6.7,6,96.0,Documentary,6.7,52
en,The Confession,2.302,6,6.7,6,89.0,"Drama,Mystery",6.3,171
en,The Confession,1.791,7,6.8,18,96.0,Documentary,6.7,52
en,The Confession,1.791,7,6.8,18,89.0,"Drama,Mystery",6.3,171
en,The Confession,1.061,5,6.0,5,96.0,Documentary,6.7,52
en,The Confession,1.061,5,6.0,5,89.0,"Drama,Mystery",6.3,171
en,Anton Chekhov's The Duel,2.293,4,7.4,5,95.0,Drama,6.9,569
en,"Glenn, the Flying Robot",2.292,12,4.2,9,85.0,"Drama,Sci-Fi",3.8,299
en,Full Love,2.288,1,10.0,1,108.0,"Action,Drama",7.5,676
en,Removal,2.278,11,5.1,16,91.0,Thriller,4.8,871
fr,Deux de la Vague,2.258,5,5.6,7,91.0,Documentary,6.7,756
en,Night Catches Us,2.251,12,4.4,7,90.0,"Drama,Romance",6.3,1390
fr,Octubre,2.248,9,6.5,3,83.0,Drama,6.4,494
en,Brotherhood,2.235,1,6.2,31,76.0,"Crime,Drama,Thriller",6.4,3809
en,Brotherhood,2.235,1,6.2,31,64.0,"Action,Drama,Family",7.6,9
en,Brotherhood,2.235,1,6.2,31,104.0,"Crime,Drama,Thriller",6.0,3107
en,Brotherhood,4.191,9,6.1,54,76.0,"Crime,Drama,Thriller",6.4,3809
en,Brotherhood,4.191,9,6.1,54,64.0,"Action,Drama,Family",7.6,9
en,Brotherhood,4.191,9,6.1,54,104.0,"Crime,Drama,Thriller",6.0,3107
es,La herencia Valdemar,2.234,1,5.0,30,104.0,"Horror,Mystery",5.6,1458
en,Breaking Point,2.225,12,5.6,8,57.0,"Documentary,History",8.8,6
en,Breaking Point,2.225,12,5.6,8,82.0,"Drama,Thriller",3.2,115
en,Breaking Point,0.672,5,9.5,2,57.0,"Documentary,History",8.8,6
en,Breaking Point,0.672,5,9.5,2,82.0,"Drama,Thriller",3.2,115
en,180° South,2.219,2,7.1,31,85.0,"Documentary,Drama,Sport",7.6,2762
en,Brilliantlove,2.215,4,4.7,7,97.0,"Drama,Romance",4.9,803
fr,Un homme qui crie,2.211,9,6.1,10,92.0,Drama,6.7,1370
en,A Nanny for Christmas,2.211,11,5.0,29,90.0,Comedy,5.4,1430
en,Caught in the Crossfire,2.21,7,4.7,11,85.0,"Action,Crime,Thriller",4.5,1110
pt,O Estranho Caso de Angélica,2.206,12,6.7,22,97.0,"Drama,Fantasy",6.3,1547
en,Bhutto,2.198,12,5.4,6,111.0,"Biography,Documentary",7.7,599
en,8: The Mormon Proposition,2.19,1,6.2,11,80.0,Documentary,7.0,1190
en,Contagion,2.178,3,4.3,6,106.0,"Action,Drama,Thriller",6.6,201536
en,Contagion,10.444,9,6.3,2128,106.0,"Action,Drama,Thriller",6.6,201536
en,Pixels,2.172,4,7.1,35,105.0,"Action,Comedy,Sci-Fi",5.6,119789
en,Pixels,23.029,7,5.6,4423,105.0,"Action,Comedy,Sci-Fi",5.6,119789
fr,Gigola,2.168,11,5.6,4,102.0,Drama,5.1,368
en,Invisible Empire: A New World Order Defined,2.161,4,7.8,13,134.0,Documentary,7.1,274
en,Role/Play,2.159,6,5.5,13,85.0,"Drama,Romance",5.0,894
hu,Bibliothèque Pascal,2.155,6,6.9,11,105.0,Drama,7.2,1644
en,Silent But Deadly,2.155,1,3.8,4,80.0,"Comedy,Horror",3.2,413
en,Silent But Deadly,2.155,1,3.8,4,99.0,"Comedy,Horror",5.5,103
en,Silent But Deadly,2.155,1,3.8,4,60.0,Comedy,5.0,21
en,The 5th Quarter,2.142,3,4.7,15,90.0,"Biography,Drama,Sport",5.7,1379
en,The Penthouse,2.139,3,3.5,10,89.0,Comedy,3.7,1345
en,Nice Guy Johnny,2.113,11,5.3,14,89.0,"Comedy,Romance",6.3,1636
en,Playing House,2.088,1,5.2,6,84.0,Thriller,4.2,503
en,Preacher's Kid,2.085,1,6.4,23,110.0,"Drama,Music,Romance",5.2,738
en,3 Backyards,2.079,1,4.3,6,88.0,Drama,5.0,611
en,Zombie Driftwood,2.074,12,1.7,3,75.0,"Comedy,Horror",2.1,388
ja,Nihon bundan: Heru doraibâ,2.072,9,5.9,18,117.0,"Horror,Sci-Fi",5.4,1387
es,Agnosia,2.072,9,5.0,24,105.0,"Drama,Thriller",5.5,1323
de,Transfer,2.066,9,6.2,12,93.0,"Drama,Sci-Fi",6.7,788
de,Transfer,2.066,9,6.2,12,90.0,"Drama,Romance,Sci-Fi",4.9,10
en,Sweaty Beards,2.063,7,2.8,5,84.0,Comedy,5.1,215
en,Machete Maidens Unleashed!,2.061,10,6.9,26,84.0,"Documentary,History",7.4,1445
en,The Lazarus Papers,2.057,1,4.5,10,90.0,"Action,Drama,Sci-Fi",3.0,786
en,Mr. Hush,2.042,8,2.3,7,85.0,Horror,2.2,370
en,Virus X,2.038,10,3.5,15,85.0,"Horror,Sci-Fi",2.8,530
es,"No eres tú, soy yo",2.007,8,6.3,20,101.0,"Comedy,Romance",5.7,900
en,Monster: The Josef Fritzl Story,2.005,8,4.8,40,48.0,"Crime,Documentary",4.9,1661
en,Wreckage,2.002,1,3.9,12,87.0,"Horror,Thriller",4.3,1045
en,Zenith,1.998,10,5.4,13,93.0,"Sci-Fi,Thriller",6.3,901
en,The Way Home,1.982,1,5.1,11,89.0,Drama,6.0,504
en,Enemies Among Us,1.971,5,1.6,4,76.0,"Action,Drama,Thriller",2.3,496
en,Meskada,1.963,10,5.0,8,98.0,"Crime,Drama,Thriller",5.4,1039
en,Hamill,1.961,10,6.5,16,108.0,"Biography,Drama,Sport",7.0,1613
en,Wenecja,1.96,6,7.2,5,110.0,Drama,6.9,357
da,The Erotic Man,1.96,11,6.3,6,85.0,Drama,4.3,325
en,"Truth in Numbers? Everything, According to Wikipedia",1.96,7,6.3,8,85.0,Documentary,7.0,109
fr,La blonde aux seins nus,1.96,8,6.2,9,100.0,"Adventure,Drama,Romance",6.0,531
en,Death and Cremation,1.96,6,5.5,7,86.0,Thriller,5.8,644
en,Big Money Rustlas,1.96,8,3.9,5,95.0,"Comedy,Western",4.2,843
de,Downstream,1.96,2,3.5,12,101.0,"Action,Sci-Fi",3.7,924
en,Disarmed,1.96,11,2.8,6,98.0,"Action,Thriller",3.0,383
en,Neowolf,1.952,4,1.8,6,88.0,"Horror,Thriller",2.3,418
en,The Invited,1.945,1,3.1,6,95.0,"Horror,Thriller",4.2,240
en,The Invited,1.945,1,3.1,6,51.0,"Action,Crime,Drama",4.0,50
es,Sex express coffee,1.936,8,5.8,4,87.0,Thriller,5.1,36
en,Eyes in the Dark,1.927,1,3.9,7,78.0,"Horror,Sci-Fi,Thriller",4.4,362
es,La hora cero,1.922,10,6.9,8,100.0,"Action,Drama,Thriller",7.0,1110
en,Locked Away,1.92,4,4.8,4,98.0,Horror,5.2,96
en,Locked Away,1.92,4,4.8,4,93.0,"Crime,Drama,Thriller",6.0,202
en,Locked Away,0.6,9,6.0,2,98.0,Horror,5.2,96
en,Locked Away,0.6,9,6.0,2,93.0,"Crime,Drama,Thriller",6.0,202
en,The Kane Files: Life of Trial,1.906,10,5.5,11,86.0,Action,5.8,552
en,Costa Rican Summer,1.904,5,4.6,9,89.0,Comedy,2.7,644
en,Alien vs. Ninja,1.901,7,4.3,30,80.0,"Action,Comedy,Fantasy",4.3,2063
en,Flying Lessons,1.898,2,6.1,12,104.0,Drama,5.5,305
cs,Kuky se vrací,1.894,5,7.0,17,95.0,"Comedy,Family,Fantasy",7.3,1022
en,Orly,1.891,6,7.0,5,84.0,Drama,6.0,301
